title,year,runtime_min,genre,imdb_rating,director,votes,Gross,title_norm,year_norm,review_count,avg_review_rating,avg_review_len,fear_review_ratio,avg_fear_count,avg_fear_density,pos_ratio,neu_ratio,neg_ratio,runtime,log_votes
Scary Stories to Tell in the Dark,2019,108,"Adventure, Horror, Mystery",6.2,André Øvredal,80434,$68.95M,scary stories to tell in the dark,2019.0,9.0,6.25,1067.7777777777778,1.0,6.888888888888889,0.03808828723602524,0.3333333333333333,0.5555555555555556,0.0,0,11.295204683824409
Color Out of Space,2019,111,"Horror, Mystery, Sci-Fi",6.2,Richard Stanley,52020,,color out of space,2019.0,8.0,6.25,2383.875,0.75,3.5,0.009856736932086852,0.5,0.25,0.25,0,10.8594027621935
Deliver Us from Evil I,2014,118,"Action, Adventure, Crime",6.2,Scott Derrickson,81017,$30.58M,deliver us from evil i,2014.0,1.0,7.0,1859.0,1.0,4.0,0.011299435028248588,1.0,0.0,0.0,0,11.302426631189098
It Comes at Night,2017,91,"Drama, Horror, Mystery",6.2,Trey Edward Shults,98054,$13.99M,it comes at night,2017.0,4.0,5.5,1235.25,0.75,4.25,0.019755447725648967,0.25,0.5,0.25,0,11.49328382471494
Verónica I,2017,105,Horror,6.2,Paco Plaza,44074,,verónica i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.693648007266072
Case 39,2009,109,"Horror, Mystery, Thriller",6.2,Christian Alvart,90324,$13.25M,case 39,2009.0,2.0,6.5,1693.0,1.0,4.5,0.014327949630440734,0.5,0.5,0.0,0,11.41116955601584
Ouija: Origin of Evil,2016,99,"Drama, Horror, Mystery",6.2,Mike Flanagan,68575,$35.14M,ouija: origin of evil,2016.0,4.0,5.0,736.5,0.75,3.75,0.023108089826839828,0.0,0.5,0.5,0,11.135697898273303
The Toxic Avenger,1984,82,"Action, Comedy, Horror",6.2,Michael Herz,30117,,the toxic avenger,1984.0,1.0,10.0,324.0,0.0,0.0,0.0,1.0,0.0,0.0,0,10.312878278646764
Killer Klowns from Outer Space,1988,88,"Comedy, Horror, Sci-Fi",6.2,Stephen Chiodo,41538,$15.63M,killer klowns from outer space,1988.0,1.0,5.0,1376.0,1.0,2.0,0.009216589861751152,0.0,1.0,0.0,0,10.634388023957865
Feast,2005,95,"Action, Comedy, Horror",6.2,John Gulager,32911,$0.05M,feast,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.401592611892738
Rogue,2007,99,"Action, Drama, Horror",6.2,Greg McLean,32128,$0.01M,rogue,2007.0,1.0,8.0,5756.0,1.0,12.0,0.011787819253438114,1.0,0.0,0.0,0,10.37751432806502
Resident Evil: Extinction,2007,94,"Action, Horror, Sci-Fi",6.2,Russell Mulcahy,200494,$50.65M,resident evil: extinction,2007.0,5.0,6.2,724.4,0.6,2.0,0.017018433492952338,0.4,0.4,0.2,0,12.208544587761953
Idle Hands,1999,92,"Comedy, Fantasy, Horror",6.2,Rodman Flender,45083,$4.00M,idle hands,1999.0,1.0,5.0,1256.0,1.0,7.0,0.03286384976525822,0.0,1.0,0.0,0,10.716282695361969
The Perfection,2018,90,"Drama, Horror, Music",6.2,Richard Shepard,46777,,the perfection,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.753168285910839
Saw III,2006,108,"Horror, Mystery, Thriller",6.2,Darren Lynn Bousman,199970,$80.24M,saw iii,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12.205927635016657
American Mary,2012,103,"Drama, Horror",6.2,Jen Soska,26866,,american mary,2012.0,1.0,8.0,1126.0,1.0,4.0,0.020202020202020204,1.0,0.0,0.0,0,10.198654046697536
Before I Wake,2016,97,"Drama, Fantasy, Horror",6.2,Mike Flanagan,49193,,before i wake,2016.0,3.0,5.333333333333333,1011.0,0.6666666666666666,2.3333333333333335,0.008064207179251428,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,10.803526943824233
Vacancy,2007,85,"Horror, Thriller",6.2,Nimród Antal,104096,$19.36M,vacancy,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.553078435743997
Wolf,1994,125,"Drama, Horror, Romance",6.2,Mike Nichols,58267,$65.01M,wolf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.97280833656884
Land of the Dead,2005,93,"Horror, Sci-Fi, Thriller",6.2,George A. Romero,98740,$20.70M,land of the dead,2005.0,2.0,6.5,1244.0,1.0,8.5,0.05414999047074519,0.5,0.5,0.0,0,11.500255539369428
Frontier(s),2007,108,Horror,6.2,Xavier Gens,27825,,frontier(s),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.233726114401822
Stigmata,1999,103,"Horror, Mystery",6.2,Rupert Wainwright,70383,$50.05M,stigmata,1999.0,1.0,8.0,1026.0,1.0,3.0,0.018404907975460124,1.0,0.0,0.0,0,11.1617212435885
Happy Death Day 2U,2019,100,"Comedy, Horror, Mystery",6.2,Christopher Landon,79669,$28.15M,happy death day 2u,2019.0,3.0,5.0,1965.0,1.0,4.666666666666667,0.013880170189021412,0.0,0.6666666666666666,0.3333333333333333,0,11.285648382374411
Damien: Omen II,1978,107,Horror,6.2,Don Taylor,33729,$3.88M,damien: omen ii,1978.0,3.0,7.0,693.3333333333334,0.6666666666666666,2.0,0.010700613440339466,0.6666666666666666,0.3333333333333333,0.0,0,10.426142928055697
Pumpkinhead,1988,86,"Fantasy, Horror",6.2,Stan Winston,25833,$4.39M,pumpkinhead,1988.0,2.0,5.5,1203.0,1.0,4.5,0.030815025993627367,0.0,1.0,0.0,0,10.159446732791961
Krampus I,2015,98,"Comedy, Drama, Fantasy",6.2,Michael Dougherty,79013,$42.59M,krampus i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.277380330938275
Needful Things,1993,120,"Crime, Drama, Fantasy",6.2,Fraser C. Heston,26291,$15.19M,needful things,1993.0,3.0,5.0,1858.3333333333333,0.6666666666666666,3.3333333333333335,0.008502946565641559,0.0,0.6666666666666666,0.3333333333333333,0,10.177019989383467
Open Grave,2013,102,"Horror, Mystery, Sci-Fi",6.2,Gonzalo López-Gallego,30633,,open grave,2013.0,1.0,7.0,150.0,1.0,1.0,0.037037037037037035,1.0,0.0,0.0,0,10.3298657822245
The Pope's Exorcist,2023,103,"Horror, Thriller",6.1,Julius Avery,39847,,the pope's exorcist,2023.0,7.0,5.0,1015.4285714285714,0.8571428571428571,4.0,0.031185158322916347,0.14285714285714285,0.42857142857142855,0.14285714285714285,0,10.59282749475312
Knock at the Cabin,2023,100,"Horror, Mystery, Thriller",6.1,M. Night Shyamalan,79345,,knock at the cabin,2023.0,9.0,5.571428571428571,1233.888888888889,0.7777777777777778,2.6666666666666665,0.01413629674705564,0.3333333333333333,0.2222222222222222,0.2222222222222222,0,11.28157331510613
Terrifier 2,2022,138,Horror,6.1,Damien Leone,36262,,terrifier 2,2022.0,5.0,6.0,1054.2,1.0,4.6,0.028384276675635423,0.2,0.4,0.0,0,10.498553216683446
Infinity Pool,2023,117,"Crime, Horror, Mystery",6.1,Brandon Cronenberg,31699,,infinity pool,2023.0,5.0,6.6,1015.4,0.8,1.8,0.01077312483214698,0.4,0.6,0.0,0,10.364071959865372
Men,2022,100,"Drama, Fantasy, Horror",6.1,Alex Garland,51808,,men,2022.0,5.0,6.2,1316.0,1.0,5.2,0.025038221005298976,0.4,0.4,0.2,0,10.855319158329374
We Have a Ghost,2023,126,"Adventure, Comedy, Family",6.1,Christopher Landon,26782,,we have a ghost,2023.0,1.0,3.0,631.0,1.0,3.0,0.03,0.0,0.0,1.0,0,10.195522636869386
Wrong Turn I,2003,84,"Horror, Thriller",6.1,Rob Schmidt,125830,$15.42M,wrong turn i,2003.0,1.0,8.0,8544.0,1.0,35.0,0.022165927802406588,1.0,0.0,0.0,0,11.742695015784825
Lifeforce,1985,101,"Action, Horror, Mystery",6.1,Tobe Hooper,27500,$11.60M,lifeforce,1985.0,4.0,5.666666666666667,1157.5,0.75,4.5,0.016807317181526647,0.25,0.5,0.0,0,10.221977646629885
The Neon Demon,2016,117,"Horror, Thriller",6.1,Nicolas Winding Refn,99889,$1.33M,the neon demon,2016.0,5.0,6.4,1647.2,0.2,2.6,0.002507232401157184,0.6,0.0,0.4,0,11.511824859526195
Brightburn,2019,90,"Drama, Horror, Mystery",6.1,David Yarovesky,102749,$17.30M,brightburn,2019.0,5.0,7.25,1157.2,1.0,2.6,0.027889132096449172,0.4,0.4,0.0,0,11.540054132358481
The Strangers,2008,86,"Horror, Mystery, Thriller",6.1,Bryan Bertino,136286,$52.60M,the strangers,2008.0,2.0,7.0,1012.5,1.0,3.5,0.019387723674889897,1.0,0.0,0.0,0,11.822518235292875
Day Shift,2022,113,"Action, Comedy, Fantasy",6.1,J.J. Perry,83554,,day shift,2022.0,4.0,6.5,1062.25,1.0,1.75,0.014830112976333035,0.5,0.25,0.25,0,11.333260376637483
Insidious: Chapter 3,2015,97,"Horror, Mystery, Thriller",6.1,Leigh Whannell,109420,$52.22M,insidious: chapter 3,2015.0,2.0,2.5,454.0,0.5,1.5,0.013888888888888888,0.0,0.0,1.0,0,11.602958106673112
Friday the 13th Part 2,1981,87,"Horror, Mystery, Thriller",6.1,Steve Miner,72452,$21.72M,friday the 13th part 2,1981.0,4.0,6.75,1370.0,0.5,3.5,0.007038642955497613,0.5,0.5,0.0,0,11.190693354759041
Crawl I,2019,87,"Action, Adventure, Horror",6.1,Alexandre Aja,88669,$39.01M,crawl i,2019.0,7.0,5.571428571428571,1983.7142857142858,0.8571428571428571,6.714285714285714,0.016745996448845574,0.5714285714285714,0.14285714285714285,0.2857142857142857,0,11.392676892374054
Hansel & Gretel: Witch Hunters,2013,88,"Action, Fantasy, Horror",6.1,Tommy Wirkola,211488,$55.70M,hansel & gretel: witch hunters,2013.0,4.0,7.25,1229.0,0.75,5.75,0.02065991673236787,0.5,0.5,0.0,0,12.261928266659666
Blood Red Sky,2021,121,"Action, Adventure, Drama",6.1,Peter Thorwarth,51766,,blood red sky,2021.0,1.0,7.0,451.0,0.0,0.0,0.0,1.0,0.0,0.0,0,10.85450815959797
Resident Evil: Apocalypse,2004,94,"Action, Horror, Sci-Fi",6.1,Alexander Witt,204741,$51.20M,resident evil: apocalypse,2004.0,4.0,6.5,692.25,0.75,2.0,0.02625885705120343,0.5,0.25,0.25,0,12.229505928912912
Maniac,2012,89,"Horror, Thriller",6.1,Franck Khalfoun,39045,$0.02M,maniac,2012.0,2.0,5.0,740.0,1.0,2.5,0.01729662806787561,0.5,0.0,0.5,0,10.572495717242747
The Oxford Murders,2008,108,"Crime, Horror, Mystery",6.1,Álex de la Iglesia,29932,$0.00M,the oxford murders,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.306716829702717
The Belko Experiment,2016,89,"Horror, Thriller",6.1,Greg McLean,54266,$10.16M,the belko experiment,2016.0,1.0,6.0,347.0,0.0,0.0,0.0,0.0,1.0,0.0,0,10.901671586369744
Dead Silence,2007,89,"Horror, Mystery, Thriller",6.1,James Wan,98073,$16.81M,dead silence,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.493477574747413
Mirrors I,2008,110,"Horror, Mystery",6.1,Alexandre Aja,110546,$30.69M,mirrors i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.613196048875313
The Amityville Horror,1979,117,Horror,6.1,Stuart Rosenberg,41808,$86.43M,the amityville horror,1979.0,1.0,7.0,2730.0,1.0,9.0,0.019736842105263157,1.0,0.0,0.0,0,10.640866906341545
Critters,1986,86,"Comedy, Horror, Sci-Fi",6.1,Stephen Herek,37388,$13.17M,critters,1986.0,6.0,6.833333333333333,916.3333333333334,0.8333333333333334,1.6666666666666667,0.008913243874240901,0.6666666666666666,0.3333333333333333,0.0,0,10.529131822494486
Deep Rising,1998,106,"Action, Adventure, Horror",6.1,Stephen Sommers,39064,$11.20M,deep rising,1998.0,3.0,6.0,1250.0,1.0,4.666666666666667,0.020689439547774757,0.3333333333333333,0.6666666666666666,0.0,0,10.572982204430845
Grave Encounters,2011,92,"Horror, Mystery",6.1,Colin Minihan,60845,,grave encounters,2011.0,1.0,5.0,769.0,1.0,2.0,0.013513513513513514,0.0,1.0,0.0,0,11.016101360840052
Vampires,1998,108,"Action, Horror, Thriller",6.1,John Carpenter,61502,$20.24M,vampires,1998.0,2.0,6.5,652.5,1.0,5.0,0.03242375601926164,0.5,0.5,0.0,0,11.026841233092684
House,1985,93,"Comedy, Fantasy, Horror",6.1,Steve Miner,28520,$19.44M,house,1985.0,2.0,7.0,669.0,0.5,3.5,0.020710059171597635,0.5,0.0,0.0,0,10.25839593702714
Cujo,1983,93,"Horror, Thriller",6.1,Lewis Teague,48166,$21.20M,cujo,1983.0,3.0,6.666666666666667,800.0,0.3333333333333333,2.0,0.006134969325153374,0.6666666666666666,0.3333333333333333,0.0,0,10.782429418257793
The Collection II,2012,82,"Action, Adventure, Horror",6.1,Marcus Dunstan,51960,$12.84M,the collection ii,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.858248716172861
Red State,2011,88,"Action, Crime, Horror",6.1,Kevin Smith,65843,$1.10M,red state,2011.0,1.0,6.0,1664.0,1.0,2.0,0.006756756756756757,0.0,1.0,0.0,0,11.095043586846975
Splinter I,2008,82,"Crime, Horror, Sci-Fi",6.1,Toby Wilkins,39450,,splinter i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.58281467449521
Bug,2006,102,"Drama, Horror, Thriller",6.1,William Friedkin,36331,$7.01M,bug,2006.0,1.0,6.0,1784.0,1.0,7.0,0.022508038585209004,0.0,1.0,0.0,0,10.500454174622105
Solomon Kane,2009,104,"Action, Adventure, Fantasy",6.1,M.J. Bassett,74932,,solomon kane,2009.0,3.0,6.333333333333333,2098.0,1.0,3.6666666666666665,0.009071695417782308,0.3333333333333333,0.6666666666666666,0.0,0,11.224349659925092
Hobo with a Shotgun,2011,86,"Action, Comedy, Horror",6.1,Jason Eisener,47548,$0.70M,hobo with a shotgun,2011.0,1.0,8.0,2490.0,1.0,6.0,0.014150943396226415,1.0,0.0,0.0,0,10.769516037258176
Hellraiser,2022,121,"Horror, Mystery, Thriller",6.0,David Bruckner,42407,,hellraiser,2022.0,4.0,5.333333333333333,1208.0,0.5,2.25,0.007629906966190152,0.25,0.25,0.25,0,10.655092302667642
Don't Breathe 2,2021,98,"Action, Crime, Horror",6.0,Rodo Sayagues,63822,$32.64M,don't breathe 2,2021.0,1.0,7.0,671.0,1.0,1.0,0.008264462809917356,1.0,0.0,0.0,0,11.063868905935202
The Woman I,2011,101,"Drama, Horror, Thriller",6.0,Lucky McKee,25113,,the woman i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.13118073854891
Mr. Harrigan's Phone,2022,104,"Drama, Horror, Mystery",6.0,John Lee Hancock,34530,,mr. harrigan's phone,2022.0,1.0,7.0,494.0,1.0,3.0,0.033707865168539325,1.0,0.0,0.0,0,10.449612750289052
The Lodge,2019,108,"Drama, Horror, Mystery",6.0,Severin Fiala,51924,,the lodge,2019.0,4.0,4.0,1694.5,0.75,5.75,0.02289169541891865,0.25,0.0,0.75,0,10.857555648744313
Hotel Transylvania: Transformania,2022,87,"Animation, Adventure, Comedy",6.0,Derek Drymon,34432,,hotel transylvania: transformania,2022.0,2.0,4.5,935.5,0.0,0.0,0.0,0.0,0.5,0.5,0,10.446770685850653
6 Souls,2010,112,"Horror, Thriller",6.0,Måns Mårlind,35364,,6 souls,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.473477909470091
House of 1000 Corpses,2003,89,Horror,6.0,Rob Zombie,89420,$12.63M,house of 1000 corpses,2003.0,3.0,4.666666666666667,1812.0,1.0,12.333333333333334,0.036296440141420305,0.0,0.6666666666666666,0.3333333333333333,0,11.401110832905937
Halloween,2007,109,Horror,6.0,Rob Zombie,125977,$58.27M,halloween,2007.0,5.0,5.0,2273.6,1.0,6.0,0.013188730352846598,0.4,0.2,0.4,0,11.743862567514103
The Taking of Deborah Logan,2014,90,"Horror, Mystery, Thriller",6.0,Adam Robitel,35691,,the taking of deborah logan,2014.0,2.0,4.0,732.0,1.0,3.0,0.0354251012145749,0.0,0.0,1.0,0,10.482681853020042
The Boy,2016,97,"Horror, Mystery, Thriller",6.0,William Brent Bell,97224,$35.82M,the boy,2016.0,5.0,4.333333333333333,2061.0,0.8,4.8,0.01687868100320746,0.0,0.4,0.2,0,11.484783159023948
Friday the 13th: The Final Chapter,1984,91,"Horror, Thriller",6.0,Joseph Zito,55244,$32.98M,friday the 13th: the final chapter,1984.0,4.0,5.75,1047.0,0.75,3.0,0.018437360828562163,0.25,0.5,0.25,0,10.919533117547275
The Midnight Meat Train,2008,100,"Horror, Mystery, Thriller",6.0,Ryûhei Kitamura,67602,$0.08M,the midnight meat train,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.121407639744575
The Purge: Election Year,2016,108,"Action, Horror, Sci-Fi",6.0,James DeMonaco,105370,$79.21M,the purge: election year,2016.0,3.0,6.0,1207.3333333333333,0.3333333333333333,3.3333333333333335,0.005747126436781609,0.0,0.3333333333333333,0.0,0,11.565242734915817
Circle II,2015,87,"Drama, Horror, Mystery",6.0,Aaron Hann,61323,,circle ii,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.023926562430345
Unfriended: Dark Web,2018,92,"Horror, Mystery, Thriller",6.0,Stephen Susco,35242,$8.78M,unfriended: dark web,2018.0,3.0,6.0,936.6666666666666,1.0,4.333333333333333,0.025310235022931966,0.3333333333333333,0.6666666666666666,0.0,0,10.470022206960202
Mimic,1997,105,"Horror, Sci-Fi",6.0,Guillermo del Toro,53560,$25.48M,mimic,1997.0,2.0,7.0,997.5,1.0,2.5,0.015150407544135385,0.5,0.5,0.0,0,10.888576470280553
Friday the 13th Part VI: Jason Lives,1986,86,"Horror, Thriller",6.0,Tom McLoughlin,47804,$19.47M,friday the 13th part vi: jason lives,1986.0,4.0,6.0,1265.75,0.75,5.0,0.017744276417435274,0.25,0.75,0.0,0,10.774885515519546
Captive State,2019,109,"Action, Horror, Sci-Fi",6.0,Rupert Wyatt,55880,$5.96M,captive state,2019.0,2.0,4.0,2116.0,0.5,5.0,0.006993006993006993,0.0,0.0,1.0,0,10.930979708701113
Saw VI,2009,90,"Horror, Mystery, Thriller",6.0,Kevin Greutert,116425,$27.69M,saw vi,2009.0,1.0,7.0,994.0,1.0,5.0,0.029069767441860465,1.0,0.0,0.0,0,11.665011157034218
Creepshow 2,1987,92,"Fantasy, Horror",6.0,Michael Gornick,27039,$14.00M,creepshow 2,1987.0,1.0,10.0,1043.0,1.0,4.0,0.01951219512195122,1.0,0.0,0.0,0,10.205072530156901
The Rite,2011,114,"Drama, Horror, Mystery",6.0,Mikael Håfström,100541,$33.05M,the rite,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.518330829628779
Firestarter,1984,114,"Action, Horror, Sci-Fi",6.0,Mark L. Lester,35640,$15.10M,firestarter,1984.0,1.0,10.0,612.0,0.0,0.0,0.0,1.0,0.0,0.0,0,10.481251939552509
V/H/S/2,2013,96,"Horror, Sci-Fi",6.0,Simon Barrett,41967,$0.02M,v/h/s/2,2013.0,2.0,5.0,4988.0,1.0,16.0,0.016070906969951237,0.0,0.5,0.0,0,10.644662702106656
Relic,2020,89,"Drama, Horror, Mystery",6.0,Natalie Erika James,28230,,relic,2020.0,2.0,8.0,3559.0,1.0,12.0,0.03586875926841325,1.0,0.0,0.0,0,10.24817594392868
Crimes of the Future,2022,107,"Drama, Horror, Sci-Fi",5.9,David Cronenberg,35488,,crimes of the future,2022.0,4.0,6.666666666666667,899.0,0.5,1.25,0.00853587962962963,0.5,0.25,0.0,0,10.476978068292311
Orphan: First Kill,2022,99,"Crime, Drama, Horror",5.9,William Brent Bell,40062,,orphan: first kill,2022.0,1.0,5.0,1293.0,1.0,1.0,0.004273504273504274,0.0,1.0,0.0,0,10.598208494084364
Hostel,2005,94,Horror,5.9,Eli Roth,185172,$47.33M,hostel,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12.12904580222913
Underwater,2020,95,"Action, Horror, Sci-Fi",5.9,William Eubank,88253,$17.29M,underwater,2020.0,9.0,6.555555555555555,2218.777777777778,0.7777777777777778,7.111111111111111,0.026768760364468583,0.5555555555555556,0.3333333333333333,0.1111111111111111,0,11.387974299547398
Vivarium,2019,97,"Horror, Mystery, Sci-Fi",5.9,Lorcan Finnegan,64794,,vivarium,2019.0,9.0,5.888888888888889,1345.0,0.5555555555555556,3.2222222222222223,0.01158171191084482,0.4444444444444444,0.3333333333333333,0.2222222222222222,0,11.078983718869514
Abraham Lincoln: Vampire Hunter,2012,105,"Action, Fantasy, Horror",5.9,Timur Bekmambetov,158657,$37.52M,abraham lincoln: vampire hunter,2012.0,3.0,5.666666666666667,1036.6666666666667,1.0,4.666666666666667,0.02262108262108262,0.6666666666666666,0.0,0.3333333333333333,0,11.97450622120488
Candyman,2021,91,"Horror, Thriller",5.9,Nia DaCosta,70762,$61.19M,candyman,2021.0,4.0,5.75,1241.5,1.0,4.25,0.021821181092280838,0.0,1.0,0.0,0,11.16709154420937
The Last House on the Left,1972,84,"Crime, Horror, Thriller",5.9,Wes Craven,38780,$3.10M,the last house on the left,1972.0,1.0,5.0,4108.0,1.0,29.0,0.037760416666666664,0.0,1.0,0.0,0,10.565685714952057
The Amityville Horror,2005,90,Horror,5.9,Andrew Douglas,114596,$65.23M,the amityville horror,2005.0,1.0,7.0,2804.0,1.0,9.0,0.01782178217821782,1.0,0.0,0.0,0,11.649176904909655
Annabelle Comes Home,2019,106,"Horror, Mystery, Thriller",5.9,Gary Dauberman,80369,$74.15M,annabelle comes home,2019.0,6.0,4.833333333333333,1578.1666666666667,0.6666666666666666,3.3333333333333335,0.020425581736082856,0.16666666666666666,0.5,0.3333333333333333,0,11.294396251206765
Final Destination 5,2011,92,"Horror, Thriller",5.9,Steven Quale,120525,$42.59M,final destination 5,2011.0,5.0,6.9,1262.4,1.0,3.8,0.03271062152611797,0.8,0.2,0.0,0,11.699620776273214
The Grudge,2004,91,"Horror, Mystery, Thriller",5.9,Takashi Shimizu,147865,$110.36M,the grudge,2004.0,1.0,4.0,3095.0,1.0,15.0,0.02982107355864811,0.0,0.0,1.0,0,11.9040617372138
Antlers,2021,99,"Drama, Horror, Mystery",5.9,Scott Cooper,41508,,antlers,2021.0,5.0,5.8,720.2,1.0,2.6,0.02322976398093245,0.2,0.6,0.2,0,10.63366555017632
The Void I,2016,90,"Horror, Mystery, Sci-Fi",5.9,Jeremy Gillespie,39049,$0.15M,the void i,2016.0,2.0,5.0,154.5,0.0,0.0,0.0,0.5,0.0,0.5,0,10.572598155267832
King Kong,1976,134,"Adventure, Horror",5.9,John Guillermin,34098,$52.61M,king kong,1976.0,5.0,6.6,1421.8,0.4,1.4,0.006006493506493507,0.4,0.6,0.0,0,10.43702333732841
The Fourth Kind,2009,98,"Horror, Mystery, Sci-Fi",5.9,Olatunde Osunsanmi,79762,$25.46M,the fourth kind,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.28681501676689
The Brothers Grimm,2005,118,"Action, Adventure, Comedy",5.9,Terry Gilliam,123953,$37.92M,the brothers grimm,2005.0,2.0,8.0,1699.5,0.5,1.0,0.002824858757062147,0.5,0.5,0.0,0,11.727665808019683
Hide and Seek,2005,101,"Horror, Mystery",5.9,John Polson,87067,$51.10M,hide and seek,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.374444701534728
The Possession I,2012,92,"Horror, Mystery, Thriller",5.9,Ole Bornedal,61689,$49.13M,the possession i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.029877122203684
The Ruins,2008,90,"Adventure, Horror, Thriller",5.9,Carter Smith,77800,$17.43M,the ruins,2008.0,1.0,8.0,5147.0,1.0,20.0,0.022650056625141562,1.0,0.0,0.0,0,11.261909563554315
Cam,2018,94,"Drama, Horror, Mystery",5.9,Daniel Goldhaber,34079,,cam,2018.0,4.0,6.0,1572.25,0.25,1.0,0.0026954177897574125,0.25,0.75,0.0,0,10.436465980943252
Saw IV,2007,93,"Horror, Mystery, Thriller",5.9,Darren Lynn Bousman,155334,$63.30M,saw iv,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.953339353995846
Child's Play 2,1990,84,"Horror, Thriller",5.9,John Lafia,54569,$28.50M,child's play 2,1990.0,2.0,7.0,323.0,0.0,0.0,0.0,0.5,0.5,0.0,0,10.907239560180278
Victor Frankenstein,2015,110,"Drama, Horror, Sci-Fi",5.9,Paul McGuigan,58423,$5.78M,victor frankenstein,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.975482043299946
The X Files: I Want to Believe,2008,104,"Crime, Drama, Horror",5.9,Chris Carter,92694,$20.98M,the x files: i want to believe,2008.0,1.0,7.0,3297.0,1.0,9.0,0.015985790408525755,1.0,0.0,0.0,0,11.437069812666692
The Tall Man,2012,106,"Crime, Drama, Horror",5.9,Pascal Laugier,42238,,the tall man,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.65109924385748
Quarantine,2008,89,"Horror, Sci-Fi, Thriller",5.9,John Erick Dowdle,75253,$31.69M,quarantine,2008.0,1.0,5.0,600.0,1.0,2.0,0.015873015873015872,0.0,1.0,0.0,0,11.228624337344563
P2,2007,98,"Crime, Horror, Thriller",5.9,Franck Khalfoun,35242,$3.99M,p2,2007.0,1.0,6.0,970.0,1.0,6.0,0.037267080745341616,0.0,1.0,0.0,0,10.470022206960202
Pathology,2008,95,"Crime, Horror, Thriller",5.9,Marc Schölermann,32857,$0.11M,pathology,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.399950525466283
The Prodigy,2019,92,"Fantasy, Horror, Mystery",5.9,Nicholas McCarthy,27470,$14.86M,the prodigy,2019.0,1.0,5.0,134.0,0.0,0.0,0.0,0.0,1.0,0.0,0,10.220886181775843
Old,2021,108,"Drama, Horror, Mystery",5.8,M. Night Shyamalan,138969,$48.28M,old,2021.0,6.0,5.0,999.6666666666666,0.6666666666666666,1.0,0.0066851469255341245,0.16666666666666666,0.3333333333333333,0.5,0,11.842013361480628
End of Days,1999,122,"Action, Fantasy, Horror",5.8,Peter Hyams,113770,$66.89M,end of days,1999.0,4.0,6.75,1597.25,0.75,3.0,0.008091966058067753,0.75,0.25,0.0,0,11.64194293515849
Army of the Dead,2021,148,"Action, Crime, Drama",5.8,Zack Snyder,178772,$1.00M,army of the dead,2021.0,8.0,5.875,1803.5,0.875,7.625,0.031256254387344466,0.5,0.25,0.25,0,12.09387212360748
Cannibal Holocaust,1980,95,"Adventure, Horror",5.8,Ruggero Deodato,58322,,cannibal holocaust,1980.0,1.0,7.0,5990.0,1.0,15.0,0.013686131386861315,1.0,0.0,0.0,0,10.97375180568875
I Know What You Did Last Summer,1997,101,"Horror, Mystery",5.8,Jim Gillespie,152273,$72.59M,i know what you did last summer,1997.0,6.0,7.0,1063.3333333333333,0.8333333333333334,2.5,0.020721013042013448,0.6666666666666666,0.3333333333333333,0.0,0,11.933436808616959
Species,1995,108,"Action, Horror, Sci-Fi",5.8,Roger Donaldson,82499,$60.07M,species,1995.0,3.0,6.666666666666667,1768.3333333333333,1.0,5.333333333333333,0.01836710660240072,0.6666666666666666,0.3333333333333333,0.0,0,11.320553572322773
